            rs1	-2.017e-01	9.844e-02
            rs2	2.073e-02	8.872e-02
            rs3	5.758e-02	8.962e-02
            rs4	-1.250e-01	9.120e-02
            rs5	1.957e-02	9.168e-02
            rs6	-1.431e-01	9.337e-02
            rs7	-9.039e-02	1.026e-01
            rs8	-1.429e-01	9.078e-02
            rs9	-2.943e-02	7.988e-02
           rs10	-8.313e-02	8.132e-02
           rs11	-1.382e-01	9.077e-02
           rs12	1.344e-01	1.104e-01
           rs13	1.540e-01	1.104e-01
           rs14	1.561e-01	9.679e-02
           rs15	1.483e-01	9.664e-02
           rs16	1.540e-01	1.104e-01
           rs17	1.540e-01	1.104e-01
           rs18	1.540e-01	1.104e-01
           rs19	1.540e-01	1.104e-01
           rs20	1.540e-01	1.104e-01
           rs21	1.516e-01	1.104e-01
           rs22	1.540e-01	1.104e-01
           rs23	-1.804e-01	9.587e-02
           rs24	9.428e-02	1.009e-01
           rs25	-1.346e-01	9.500e-02
           rs26	-1.346e-01	9.500e-02
           rs27	-1.346e-01	9.500e-02
           rs28	-6.927e-02	1.012e-01
           rs29	-1.172e-01	9.527e-02
           rs30	-1.380e-01	9.303e-02
           rs31	1.253e-01	9.036e-02
           rs32	-8.142e-02	9.930e-02
           rs33	9.975e-02	9.739e-02
           rs34	1.780e-01	1.149e-01
           rs35	-1.763e-03	1.040e-01
           rs36	-7.529e-02	9.849e-02
           rs37	1.777e-01	1.138e-01
           rs38	-7.186e-02	9.564e-02
           rs39	1.379e-01	1.082e-01
           rs40	1.798e-01	9.415e-02
           rs41	1.729e-01	1.139e-01
           rs42	-1.137e-01	9.116e-02
           rs43	-2.269e-02	9.665e-02
           rs44	-4.919e-02	9.597e-02
           rs45	5.618e-01	9.285e-02
           rs46	5.571e-01	9.436e-02
           rs47	5.349e-01	9.668e-02
           rs48	5.349e-01	9.668e-02
           rs49	5.574e-01	9.213e-02
           rs50	5.531e-01	9.251e-02
           rs51	5.916e-01	9.082e-02
           rs52	5.949e-01	9.039e-02
           rs53	-5.916e-01	9.082e-02
           rs54	6.077e-01	8.981e-02
           rs55	-3.874e-01	1.148e-01
           rs56	-3.526e-03	9.521e-02
           rs57	2.440e-01	9.957e-02
           rs58	1.597e-01	9.557e-02
           rs59	1.353e-01	1.035e-01
           rs60	1.221e-01	8.640e-02
           rs61	1.229e-01	8.684e-02
           rs62	1.123e-01	8.702e-02
           rs63	-3.614e-02	9.621e-02
           rs64	-3.012e-02	9.576e-02
           rs65	-1.677e-02	9.553e-02
           rs66	-4.701e-02	9.005e-02
           rs67	-1.238e-01	1.013e-01
           rs68	-1.418e-01	1.030e-01
           rs69	-1.238e-01	1.015e-01
           rs70	-1.506e-01	1.052e-01
           rs71	-1.853e-01	1.090e-01
           rs72	-1.365e-01	1.017e-01
           rs73	-1.693e-01	1.059e-01
           rs74	-1.518e-01	1.014e-01
           rs75	-1.300e-01	1.009e-01
           rs76	-1.287e-01	1.015e-01
           rs77	-2.351e-02	9.937e-02
           rs78	5.719e-02	9.726e-02
           rs79	-1.248e-02	9.462e-02
           rs80	-1.419e-02	9.277e-02
           rs81	-3.178e-02	1.012e-01
           rs82	-6.782e-02	9.466e-02
           rs83	3.187e-03	9.669e-02
           rs84	7.432e-03	9.617e-02
           rs85	-1.367e-02	1.042e-01
           rs86	-1.794e-02	9.560e-02
           rs87	2.394e-02	9.545e-02
           rs88	-3.652e-02	9.643e-02
           rs89	-2.477e-01	1.140e-01
           rs90	-2.456e-01	1.123e-01
           rs91	-1.572e-01	1.033e-01
           rs92	-2.456e-01	1.123e-01
           rs93	-2.604e-01	1.079e-01
           rs94	-1.233e-01	1.017e-01
           rs95	-2.390e-01	1.123e-01
           rs96	-1.267e-01	1.025e-01
           rs97	-2.121e-01	1.112e-01
           rs98	-2.276e-01	1.140e-01
           rs99	-2.276e-01	1.140e-01
          rs100	-5.097e-02	9.556e-02
          rs101	2.209e-02	9.781e-02
          rs102	5.606e-02	9.572e-02
          rs103	2.549e-02	1.011e-01
          rs104	-1.483e-01	1.192e-01
          rs105	-1.367e-01	1.167e-01
          rs106	-1.481e-01	1.167e-01
          rs107	-1.297e-01	1.008e-01
          rs108	-1.222e-01	1.017e-01
          rs109	-1.245e-01	1.009e-01
          rs110	-1.335e-01	1.183e-01
          rs111	-1.609e-01	1.059e-01
          rs112	-1.261e-01	1.002e-01
          rs113	-9.255e-02	1.111e-01
          rs114	-1.207e-01	9.573e-02
          rs115	7.601e-02	1.135e-01
          rs116	-2.877e-02	8.954e-02
          rs117	-1.570e-01	1.297e-01
          rs118	-4.677e-02	1.177e-01
          rs119	-1.251e-01	1.242e-01
          rs120	-2.992e-02	1.162e-01
          rs121	-8.932e-02	1.185e-01
          rs122	-4.854e-02	1.133e-01
          rs123	-6.121e-02	1.043e-01
          rs124	-2.562e-01	1.077e-01
          rs125	2.579e-01	1.071e-01
          rs126	1.826e-01	1.169e-01
          rs127	-5.477e-02	1.047e-01
          rs128	1.145e-02	1.002e-01
          rs129	-6.305e-02	1.110e-01
          rs130	-8.367e-02	1.030e-01
          rs131	1.693e-02	9.581e-02
          rs132	4.938e-02	1.132e-01
          rs133	1.097e-01	9.132e-02
          rs134	1.194e-01	9.167e-02
          rs135	1.194e-01	9.167e-02
          rs136	-5.176e-03	1.097e-01
          rs137	-6.979e-03	1.107e-01
          rs138	1.194e-01	9.167e-02
          rs139	1.092e-01	9.235e-02
          rs140	-1.044e-01	9.573e-02
          rs141	-1.081e-01	9.619e-02
          rs142	-1.081e-01	9.619e-02
          rs143	-7.903e-02	1.142e-01
          rs144	3.164e-02	9.597e-02
          rs145	8.404e-03	1.134e-01
          rs146	-2.242e-02	1.096e-01
          rs147	-9.460e-02	1.088e-01
          rs148	-9.090e-02	1.088e-01
          rs149	-9.460e-02	1.088e-01
          rs150	8.789e-02	9.670e-02
          rs151	8.405e-02	9.713e-02
          rs152	-1.130e-01	1.104e-01
          rs153	8.744e-02	9.390e-02
          rs154	-1.141e-01	1.104e-01
          rs155	-2.650e-02	9.229e-02
          rs156	-2.489e-02	9.134e-02
          rs157	1.695e-02	9.721e-02
          rs158	3.264e-02	9.335e-02
          rs159	2.213e-03	9.721e-02
          rs160	1.814e-02	9.430e-02
          rs161	8.697e-02	9.654e-02
          rs162	5.685e-02	9.663e-02
          rs163	5.948e-02	9.839e-02
          rs164	-2.436e-02	1.175e-01
          rs165	9.562e-03	1.163e-01
          rs166	2.114e-01	9.147e-02
