snp1 6.558150
snp2 -2.465678
snp3 5.528609
snp4 1.328392
snp5 -1.705083
snp6 0.886493
snp7 2.744164
snp8 -2.376480
snp9 1.548143
snp10 1.903632
snp11 1.099487
snp12 2.385048
snp13 1.415279
snp14 1.648825
snp15 2.560107
snp16 1.876416
snp17 2.645713
snp18 1.588699
snp19 5.856601
snp20 1.297840
snp21 2.761604
snp22 2.761604
snp23 -0.927112
snp24 2.119315
snp25 5.640953
snp26 2.376140
snp27 1.174556
snp28 1.099487
snp29 1.099487
snp30 1.099487
snp31 2.251928
snp32 2.583355
snp33 2.075185
snp34 5.930373
snp35 -2.222895
snp36 2.392822
snp37 2.449509
snp38 3.055923
snp39 -2.059986
snp40 2.866122
snp41 3.859078
snp42 5.676917
snp43 2.080400
snp44 3.001211
snp45 5.632403
snp46 6.461025
snp47 1.099487
snp48 5.631252
snp49 5.631252
snp50 5.631252
snp51 1.089353
snp52 -2.222241
snp53 5.760433
snp54 5.336986
snp55 -1.708166
snp56 2.866122
snp57 1.531724
snp58 5.591340
snp59 1.461836
snp60 1.321551
snp61 1.704279
snp62 6.039550
snp63 1.099487
snp64 6.043573
snp65 2.871555
snp66 -1.955909
snp67 6.039988
snp68 6.039988
snp69 2.866122
snp70 1.279190
snp71 1.475832
snp72 5.943208
snp73 5.943208
snp74 2.866122
snp75 -0.035551
snp76 -1.523156
snp77 5.647212
snp78 -2.059986
snp79 5.612122
snp80 2.866122
snp81 5.612122
snp82 5.943208
snp83 -2.059986
snp84 -2.222241
snp85 5.612122
snp86 -2.059986
snp87 2.866122
snp88 6.461025
snp89 -0.353537
snp90 2.866122
snp91 1.099487
snp92 1.099487
snp93 -1.293398
snp94 1.099487
snp95 -2.222241
snp96 1.822440
snp97 1.411496
snp98 6.050686
snp99 -2.222241
snp100 2.866122
snp101 1.099487
snp102 5.672338
snp103 5.825657
snp104 1.099487
snp105 5.069624
snp106 2.689870
snp107 1.531724
snp108 5.612122
snp109 5.494958
snp110 5.612122
snp111 5.503094
snp112 1.249768
snp113 5.612122
snp114 5.586502
snp115 1.107975
snp116 1.404867
snp117 -2.223315
snp118 5.477277
snp119 5.441300
snp120 5.448830
snp121 4.912376
snp122 5.697934
snp123 5.477277
snp124 5.299551
snp125 5.477277
snp126 5.477277
snp127 -0.541838
snp128 5.477277
snp129 4.781566
snp130 5.477277
snp131 5.477277
snp132 5.477277
snp133 5.533780
snp134 1.235193
snp135 4.691782
snp136 4.570134
snp137 4.754502
snp138 1.063267
snp139 4.369397
snp140 4.478276
snp141 1.638115
snp142 4.451165
snp143 4.502488
snp144 4.451165
snp145 4.451165
snp146 4.451165
snp147 4.487341
snp148 4.571613
snp149 4.647122
snp150 4.546559
snp151 4.546559
snp152 4.546559
snp153 1.205531
snp154 4.515352
snp155 4.514166
snp156 4.518676
snp157 4.623102
snp158 4.634572
snp159 4.572218
snp160 4.456801
snp161 1.135235
snp162 4.546559
snp163 0.473139
snp164 1.135235
snp165 -2.692070
snp166 4.546559
snp167 1.135235
snp168 4.546559
snp169 4.546559
snp170 4.525745
snp171 4.451165
snp172 4.546559
snp173 1.223307
snp174 1.359473
snp175 -1.578605
snp176 1.450345
snp177 2.964548
snp178 1.118905
snp179 1.135235
snp180 4.531602
snp181 1.156247
snp182 1.143178
snp183 4.146806
snp184 4.390644
snp185 1.206477
snp186 -2.957428
snp187 5.684527
snp188 1.135235
snp189 5.707179
snp190 1.135235
snp191 5.696227
snp192 5.674764
snp193 6.013262
snp194 4.972018
snp195 1.109572
snp196 3.203780
snp197 -0.395401
snp198 0.215018
snp199 -0.428673
snp200 -2.704639
snp201 0.232940
snp202 -3.042787
snp203 1.539328
snp204 -1.170813
snp205 -5.478767
snp206 0.209059
snp207 -7.337874
snp208 -8.169434
snp209 -0.272112
snp210 -4.423584
snp211 -8.167972
snp212 3.730021
snp213 3.770309
snp214 4.249337
snp215 -5.124830
snp216 0.093869
snp217 -8.274735
snp218 3.737792
snp219 -3.730747
snp220 1.075653
snp221 1.347494
snp222 3.721466
snp223 -2.988601
snp224 0.692050
snp225 3.737792
snp226 -5.063401
snp227 -2.988601
snp228 0.692050
snp229 1.356714
snp230 -3.760114
snp231 -3.730747
snp232 4.500200
snp233 4.500200
snp234 4.500200
snp235 -0.244889
snp236 2.302635
snp237 2.041368
snp238 -8.901748
snp239 3.737792
snp240 -7.910600
snp241 -8.901748
snp242 -3.730747
snp243 1.356714
snp244 -2.730896
snp245 3.737792
snp246 1.356714
snp247 1.356714
snp248 1.356714
snp249 4.500200
snp250 0.774620
snp251 1.347476
snp252 4.500200
snp253 4.504725
snp254 1.005615
snp255 0.179209
snp256 -3.708393
snp257 -2.493049
snp258 -9.152862
snp259 1.394926
snp260 2.068630
snp261 4.485894
snp262 0.170121
snp263 -3.730747
snp264 0.170534
snp265 1.360046
snp266 -3.730747
snp267 4.592640
snp268 4.237383
snp269 -5.018732
snp270 -1.695606
snp271 0.388385
snp272 0.147299
snp273 0.170121
snp274 0.170534
snp275 1.109572
snp276 4.592640
snp277 0.170534
snp278 0.170121
snp279 1.397929
snp280 4.592640
snp281 -8.274735
snp282 0.170121
snp283 3.801301
snp284 -3.730747
snp285 -3.730747
snp286 1.109572
snp287 -0.330889
snp288 -5.124830
snp289 -3.017611
snp290 0.214894
snp291 -2.353667
snp292 -2.730896
snp293 1.591241
snp294 -9.043126
snp295 -2.730896
snp296 0.170121
snp297 0.170121
snp298 -8.274735
snp299 4.592640
snp300 4.592640
snp301 -3.730747
snp302 0.276395
snp303 1.397929
snp304 0.187897
snp305 -2.353667
snp306 -0.382254
snp307 -2.322887
snp308 -2.863317
snp309 -3.730747
snp310 0.170121
snp311 0.121165
snp312 0.170121
snp313 -2.955652
snp314 -3.264078
snp315 -8.901748
snp316 -3.730747
snp317 -2.353667
snp318 -3.730747
snp319 -8.901748
snp320 -8.134412
snp321 0.692050
snp322 -2.731394
snp323 -2.661769
snp324 0.170121
snp325 4.407463
snp326 -8.274735
snp327 -8.239882
snp328 0.692050
snp329 -2.730896
snp330 -5.063401
snp331 4.592640
snp332 -4.960988
snp333 -2.898165
snp334 0.692050
snp335 0.741316
snp336 -3.491387
snp337 -3.626239
snp338 -2.945623
snp339 -8.274735
snp340 4.542187
snp341 -2.645432
snp342 -3.623067
snp343 -3.591503
snp344 -3.655732
snp345 -5.028773
snp346 -3.635541
snp347 -3.529587
snp348 0.692050
snp349 -3.658660
snp350 -3.495435
snp351 -5.028773
snp352 -4.795476
snp353 -0.059910
snp354 -5.028773
snp355 -2.949526
snp356 -3.397707
snp357 4.360598
snp358 -0.059910
snp359 -5.028773
snp360 -5.019926
snp361 -2.797476
snp362 -4.614553
snp363 2.040196
snp364 1.586731
snp365 -3.049607
snp366 -5.035096
snp367 -3.101955
snp368 -3.095584
snp369 -3.098679
snp370 0.692050
snp371 -3.098679
snp372 0.681741
snp373 0.692050
snp374 4.611592
snp375 -0.633408
snp376 -5.028773
snp377 0.323368
snp378 -5.028773
snp379 -5.028773
snp380 -5.028773
snp381 0.548011
snp382 -2.954364
snp383 -3.040289
snp384 -4.871954
snp385 -3.052417
snp386 -3.043971
snp387 -2.929029
snp388 -2.997311
snp389 0.323368
snp390 -4.755004
snp391 -4.793091
snp392 -3.043971
snp393 -3.027574
snp394 -3.043971
snp395 -2.924530
snp396 -3.105165
snp397 0.548011
snp398 -2.507957
snp399 -0.059910
snp400 -5.028773
snp401 -2.981144
snp402 -2.981144
snp403 -5.178961
snp404 -2.872613
snp405 -0.059910
snp406 -4.611598
snp407 -5.028773
snp408 -2.981144
snp409 -4.729492
snp410 0.674388
snp411 -5.031995
snp412 -0.059910
snp413 0.011225
snp414 -2.984590
snp415 -4.786036
snp416 -2.818514
snp417 -0.059910
snp418 -0.059910
snp419 -2.975933
snp420 -2.870052
snp421 -3.112331
snp422 -4.611598
snp423 -2.872613
snp424 -0.059910
snp425 -5.028773
snp426 -2.981144
snp427 -4.611598
snp428 -5.248011
snp429 0.692050
snp430 -0.051230
snp431 -2.854226
snp432 -2.872613
snp433 -2.981144
snp434 -0.059910
snp435 4.514849
